 -1.0000000000000000E+000  -8.7174014850960668E-001  -5.9170018143314229E-001  -2.0929921790247888E-001   2.0929921790247885E-001   5.9170018143314240E-001   8.7174014850960657E-001   1.0000000000000000E+000
 -1.4000000000000007E+001  -3.2099157030029923E+000   7.9247668132051441E-001  -3.7215043572859491E-001   2.4333071272379103E-001  -2.0328456890059268E-001   2.1995751477130432E-001  -5.0000000000000000E-001   1.8937598607117380E+001   2.2482016248659420E-015  -2.8064757947364321E+000   1.0789446887904526E+000  -6.6115735090031125E-001   5.3703958615766079E-001  -5.7356541494026403E-001   1.2976873883202318E+000  -7.5692898193484881E+000   4.5435850645665639E+000  -6.3837823915946501E-016  -2.3781872335155061E+000   1.1353580168811119E+000  -8.4502255650651015E-001   8.6944809833149284E-001  -1.9416594255441226E+000   4.2979081642651744E+000  -2.1120612143145419E+000   2.8755174059725044E+000   5.5511151231257827E-016  -2.3889243591582394E+000   1.3727858318060278E+000  -1.2942320509135010E+000   2.8101889892579490E+000  -2.8101889892579490E+000   1.2942320509135012E+000  -1.3727858318060282E+000   2.3889243591582394E+000  -3.8857805861880479E-016  -2.8755174059725030E+000   2.1120612143145419E+000  -4.2979081642651744E+000   1.9416594255441226E+000  -8.6944809833149317E-001   8.4502255650651048E-001  -1.1353580168811119E+000   2.3781872335155061E+000  -2.9976021664879227E-015  -4.5435850645665665E+000   7.5692898193484917E+000  -1.2976873883202322E+000   5.7356541494026436E-001  -5.3703958615766112E-001   6.6115735090031147E-001  -1.0789446887904530E+000   2.8064757947364347E+000   3.5527136788005009E-015  -1.8937598607117369E+001   5.0000000000000000E-001  -2.1995751477130435E-001   2.0328456890059274E-001  -2.4333071272379103E-001   3.7215043572859491E-001  -7.9247668132051452E-001   3.2099157030029888E+000   1.3999999999999993E+001
