 -1.0000000000000000E+000  -9.1953390816645886E-001  -7.3877386510550536E-001  -4.7792494981044437E-001  -1.6527895766638720E-001   1.6527895766638695E-001   4.7792494981044464E-001   7.3877386510550502E-001   9.1953390816645897E-001   1.0000000000000000E+000
 -2.2500000000000000E+001  -5.0740647029780668E+000   1.2033519928522085E+000  -5.2836937682027252E-001   3.1204725560841129E-001  -2.2352794474245388E-001   1.8664578939373594E-001  -1.8078658548924992E-001   2.1270275800918881E-001  -5.0000000000000000E-001   3.0438145029281934E+001  -6.4392935428259079E-015  -4.2592973549652253E+000   1.5299026381816025E+000  -8.4581357340642516E-001   5.8808214304516959E-001  -4.8346232633394803E-001   4.6427495890815751E-001  -5.4375373823570561E-001   1.2759548360926636E+000  -1.2177946707429831E+001   7.1855028697058341E+000   1.0130785099704553E-014  -3.3641258682978119E+000   1.4448503156016603E+000  -9.1655518033643502E-001   7.2123731272160363E-001  -6.7679708719608589E-001   7.8323929313790797E-001  -1.8295639319032455E+000   6.9437884851339504E+000  -3.3516638627467721E+000   4.3686745570101797E+000  -6.8833827526759706E-015  -3.0202179581993502E+000   1.4680555093899945E+000  -1.0461893655024934E+000   9.3660321313944750E-001  -1.0591544636454411E+000   2.4528841754426871E+000  -4.5993547611031333E+000   2.0782079940364171E+000  -2.1043501794131561E+000   3.3873181012024474E+000   3.3584246494910985E-015  -3.0251884877519739E+000   1.6464940839870588E+000  -1.3349154838782513E+000   1.4449484487514548E+000  -3.2946430337491837E+000   3.2946430337491841E+000  -1.4449484487514554E+000   1.3349154838782515E+000  -1.6464940839870603E+000   3.0251884877519739E+000   6.6613381477509392E-016  -3.3873181012024425E+000   2.1043501794131561E+000  -2.0782079940364162E+000   4.5993547611031316E+000  -2.4528841754426862E+000   1.0591544636454411E+000  -9.3660321313944717E-001   1.0461893655024934E+000  -1.4680555093899932E+000   3.0202179581993454E+000  -4.4408920985006262E-015  -4.3686745570101886E+000   3.3516638627467734E+000  -6.9437884851339557E+000   1.8295639319032462E+000  -7.8323929313790830E-001   6.7679708719608611E-001  -7.2123731272160396E-001   9.1655518033643513E-001  -1.4448503156016608E+000   3.3641258682978203E+000   7.5495165674510645E-015  -7.1855028697058181E+000   1.2177946707429818E+001  -1.2759548360926636E+000   5.4375373823570561E-001  -4.6427495890815740E-001   4.8346232633394814E-001  -5.8808214304516926E-001   8.4581357340642482E-001  -1.5299026381816034E+000   4.2592973549652138E+000  -1.7763568394002505E-014  -3.0438145029281973E+001   5.0000000000000000E-001  -2.1270275800918881E-001   1.8078658548924995E-001  -1.8664578939373599E-001   2.2352794474245383E-001  -3.1204725560841118E-001   5.2836937682027285E-001  -1.2033519928522067E+000   5.0740647029780739E+000   2.2500000000000057E+001
